-9.609375,-890.625
-9.21875,-861.328125
-8.75,-824.21875
-8.359375,-785.15625
-7.96875,-748.046875
-7.578125,-710.9375
-7.1875,-673.828125
-6.71875,-632.8125
-6.328125,-593.75
-5.9375,-556.640625
-5.546875,-519.53125
-5.15625,-484.375
-4.6875,-443.359375
-4.296875,-404.296875
-3.90625,-367.1875
-3.515625,-330.078125
-3.125,-292.96875
-2.65625,-251.953125
-2.265625,-212.890625
-1.875,-173.828125
-1.484375,-138.671875
-1.09375,-103.515625
-0.625,-60.546875
-0.234375,-23.4375
0.15625,13.671875
0.546875,50.78125
1.015625,93.75
1.40625,132.8125
1.796875,169.921875
2.1875,207.03125
2.578125,242.1875
3.046875,283.203125
3.4375,322.265625
3.828125,359.375
4.21875,396.484375
4.609375,433.59375
5.078125,476.5625
5.46875,513.671875
5.859375,550.78125
6.25,587.890625
6.640625,623.046875
7.109375,664.0625
7.5,703.125
7.890625,740.234375
8.28125,777.34375
8.671875,814.453125
9.140625,855.46875
9.53125,896.484375
9.921875,933.59375
